asset_id,lon,lat,country,tiv
A0000,113.22603269565832,68.6772235484249,IND,275780.57
A0001,-107.42965349604984,72.41506958055544,FRA,76088.68
A0002,-45.26507543220771,79.79186286033266,USA,300907.42
A0003,-9.798718928441133,-0.1814764797034485,IND,215399.44
A0004,-83.44806240626362,-42.06801556852375,FRA,59731.66
A0005,86.74470626999175,59.5266028799478,IND,332005.32
A0006,83.69672132673196,-26.75031224552928,DEU,205465.5
A0007,20.11355727084623,-75.70264050652574,FRA,73108.4
A0008,-4.125235480636292,53.34532900905418,DEU,130359.73
A0009,-4.320529524076278,21.30942459071423,DEU,353886.15
A0010,21.157200657730982,76.99007753638381,CHE,179180.46
A0011,-81.93979495154083,4.1739191239761055,FRA,107919.47
A0012,-42.67694663871514,51.26259043875322,IND,192679.31
A0013,-133.8634512135222,-43.58883027870977,DEU,99341.7
A0014,82.69401905252423,-69.15043778028183,DEU,130910.09
A0015,117.57427224770447,40.434486488849274,CHE,156454.16
A0016,-84.4261957938432,60.43727264697159,IND,585914.07
A0017,134.92220025222576,64.66242397087251,CHE,88401.04
A0018,47.29814395514927,37.96527583230322,USA,417529.11
A0019,-72.32098202878367,67.80350595242865,CHE,18707.18
A0020,127.99116685491458,36.54982023094297,FRA,142981.55
A0021,-0.6154380117443452,-61.97670209476273,DEU,208083.69
A0022,-25.832961044959347,45.292996785142904,FRA,314285.66
A0023,13.321416291241917,-57.46884258429938,FRA,241530.58
A0024,130.90049002460228,-79.4351100527278,CHE,18054.64
A0025,-63.132201993768575,-70.92863458610003,DEU,435816.47
A0026,25.278220889436227,-78.10113091964196,USA,72827.16
A0027,2.3793779140299023,53.01292617796565,IND,80993.72
A0028,135.79690506596683,38.743103926468464,CHE,46224.15
A0029,-103.65980474990137,-11.738708622870377,CHE,251240.4
A0030,62.78677683184273,43.24624153185442,IND,231923.75
A0031,54.26847978514084,-63.29814738364627,IND,118665.62
A0032,-139.6510197103761,75.94771064776961,USA,67583.57
A0033,37.803570253356725,28.423225463924126,DEU,193741.98
A0034,77.91642918569843,68.05947514777912,DEU,40717.31
A0035,59.48384987511736,33.35048521417076,USA,1602119.07
A0036,-39.37572992009561,-2.1107927956293935,IND,175685.76
A0037,36.73113417785271,-35.4278272303314,IND,490146.73
A0038,-155.16730917595652,-9.869720411131127,USA,286462.27
A0039,-83.4771109494624,72.09045533514893,CHE,137767.64
A0040,-31.39217823430326,17.304592531019964,DEU,92277.56
A0041,-29.409738257982497,-34.40887618483533,CHE,351565.61
A0042,-67.94754341814355,-27.583375903896027,USA,165358.62
A0043,140.49530876559476,-16.4579645175767,FRA,370487.66
A0044,107.54220695528818,-28.86013177543441,DEU,149624.82
A0045,95.13843878822604,-54.155832872643174,CHE,655198.54
A0046,82.26212971947947,-7.698085303957953,FRA,233973.67
A0047,-26.90756387718764,-44.199381795038235,FRA,87853.06
A0048,-26.198500199732905,-0.8331335754169942,FRA,358665.19
A0049,-1.187296471958632,17.593446625645726,USA,208335.97
A0050,32.0157326898254,36.88522034716932,DEU,105088.79
A0051,34.94414033605506,-15.836651076995707,IND,125328.72
A0052,29.60200575214563,-40.15891475913968,USA,86810.38
A0053,72.15798268744899,-69.13187422055933,FRA,88546.7
A0054,35.77913313822759,-38.00042682901104,USA,276865.25
A0055,117.64961869359018,-46.4525876338144,FRA,525791.47
A0056,-87.4890688779841,25.256250298772628,FRA,227839.16
A0057,147.5442461841027,-38.49783776228067,CHE,144915.03
A0058,-4.632747910546897,61.34686582988053,DEU,137168.19
A0059,134.91496002815353,-0.11383077976506684,DEU,197113.84
A0060,-55.48765587521834,-75.56247232881194,DEU,224091.48
A0061,-147.11920820609697,-40.8004592163948,CHE,71080.06
A0062,-51.64935995983561,-3.816439292231152,CHE,134147.82
A0063,151.7713309893927,-54.21251309817631,USA,220135.25
A0064,-9.85738336423475,-4.531464352971682,FRA,77124.57
A0065,82.12660639254213,-30.29689113298371,USA,545789.03
A0066,45.493219504959114,-11.44016171186506,FRA,1392534.26
A0067,-121.93916436244714,74.87517811798719,IND,385648.56
A0068,142.99525874944675,-41.4113194508994,CHE,78523.06
A0069,-15.304761364601404,-26.54547796487602,DEU,257490.69
A0070,154.47364200252304,-59.55699139217978,FRA,269894.9
A0071,-87.59354666279005,-7.069363775445197,IND,91269.35
A0072,-156.78765437072653,-35.420841925797205,CHE,99137.94
A0073,40.768944090271674,-11.886325775352518,USA,84766.68
A0074,97.885741274069,15.788044693451951,DEU,118122.85
A0075,-60.231310671403946,22.527569573245913,DEU,62607.15
A0076,41.064864038173965,-24.600922517059075,FRA,107042.73
A0077,-104.63114828239078,58.68018514064207,USA,275216.51
A0078,29.996554821264453,-32.09526223989812,USA,83407.34
A0079,-107.14169788833408,-26.334088956020842,IND,347167.22
A0080,-161.90281306077992,-1.4979413608220824,DEU,70065.77
A0081,-84.32480400299625,75.07523873094013,FRA,281330.16
A0082,-0.19426744004266538,42.41406019864402,USA,252029.82
A0083,97.019334678088,33.50630558976755,CHE,160172.25
A0084,-33.54876823640831,-15.593408796491957,FRA,127554.66
A0085,-55.30017707676359,52.56371183806411,CHE,172543.27
A0086,38.223880366894946,13.358967493715625,FRA,310374.26
A0087,140.52071421162532,77.77760043701772,USA,75203.93
A0088,163.85077016009456,75.54097457618744,IND,164639.18
A0089,-73.53287846103824,30.05267741099601,FRA,114898.48
A0090,48.871473329574,29.09516617482811,DEU,175022.32
A0091,169.1059601415522,-30.53126716922803,IND,124836.54
A0092,54.83331439061064,28.16530505358503,FRA,316190.81
A0093,-147.89243661393846,-40.5644937950578,FRA,53041.02
A0094,53.50729930713621,16.10345869899919,FRA,134590.38
A0095,-128.73593719669952,3.6000979124718526,IND,167720.59
A0096,114.2783318339952,60.00608583528495,IND,78683.22
A0097,21.134400172993253,8.935767963086334,IND,46499.48
A0098,122.85413681889548,-23.232052833882086,FRA,335861.63
A0099,75.93362490713997,-44.679293445260186,FRA,118321.16
A0100,-81.17443776713029,-35.39801296154984,FRA,80130.42
A0101,95.41755324328966,42.17302966903004,CHE,180255.81
A0102,36.58959674138973,58.49074262170237,DEU,98861.68
A0103,41.541495825844606,52.762463720992685,CHE,93955.06
A0104,122.67696709553104,75.87063722580342,USA,141472.13
A0105,-26.064973329892553,-2.4990883553955996,FRA,120454.81
A0106,139.94568585598864,4.908721304292797,USA,454257.26
A0107,-10.560596586064548,-15.12531123633822,CHE,217112.0
A0108,-143.67480896025592,31.881884963880097,CHE,82187.6
A0109,47.214759086039805,43.47171006839221,USA,459649.16
A0110,-112.75954487803679,38.62921629439029,IND,130087.42
A0111,29.411900990562884,-72.06034544732417,CHE,598740.63
A0112,-78.52879306748126,11.445227904458832,IND,76077.14
A0113,20.668084730914472,52.67254322462625,FRA,101367.56
